,context,transform context
742,小英總統明察 您已經多次說過「尊重平埔族羣自我認同權，歸還民族身分及完整民族權利」。 您也承諾過，日後會配合原住民族人口成長比例(因平埔族加入)。  但在「蔡英文總統原住民政策主張各部會分工一覽表」中清楚看到，原民會背離您的意思，仍舊排外，繼續導向乙案。  乙案講明不適用「原住民身份法」，根本就不是大家講的原住民，更別說這樣是加入原住民的行列。 這根本是騙局，我們不要。  分工一覽表中，原民會甚至說，要先徵詢既有原住民的意見，看是否要納入平埔族羣，之後再來決定平埔族羣身份認定政策。  原民會這什麼意思！？總統說了都還不算，要既有原住民點頭纔可以！？  欺人太甚！！依據歷史脈絡，平埔族羣是真正的平地原住民。小英總統請介入處理。,小芯統結朋蔡 悉巴涇多欲說蝸「尊里干補旅羣百我認合勸，薛選氏旋才兮及完整氏旗勸刻」。 怎乙丞諾進，曰候合杞合厥註氏旁入口成長比冽(囝申浦旁加人)。  但型「漈芥大紅厥注氓政筆主張各陪更公士一鑒袋」串精棼看刻，厚氏更背漓念釣怎思，仍舊悱外，納續尊向九榮。  乞晏篝昧上適用「厄拄氏才扮法」，根木就上定犬家購約厚註氏，曳創說信權易加人厭蛀氏皎荇列。 道根木易騙局，我們干覃。  允土一鑒裴回，厝氓曾甚至說，覃克徽峋即有厭柱氓灼思覺，看早盃安訥人甲脯旁羣，么侯丙來抉定申逋旁羣寸酚認定政刺。  厥氓合信什麼怎思！？結結說了都通干等，安即有厚柱氏點頭纔哥以！？  斯入太甚！！停據曆名肥鉻，甲輔旁羣星貝正豹申牠厝駐氓。小芥結倩令人虛埋。
743,可憐的點贊率,哥憐約點資率
744,死背骨的臺灣人!臺灣人不做要做中國鷹犬!背骨!背骨! 背骨!!!詹+吳給我出來!大戰三百回合!滾出來看!,殊肩胃的臺清人!臺清人上什覃代串團鷹太!肩胃!臀胃! 肩胃!!!詹+吳哈我凹夾!天戰元百固台!滾凹爽看!
745,大陸民衆已經受夠政府專制統治了！請小英馬上宣佈獨立，大陸絕對不敢打臺灣，否則大陸民衆會立刻起義推翻中共！,太際民衆已經受夠放庭導利給抬小！請了苦罵上宣候獨上，太睦統封不敢汀臺灣，否則天睦民衆會上刻越義錐翔回共！
746,帶老婆吃香喝辣回來了，你丈母孃知道嗎？這次又撒多少錢。拿臺灣人民的錢去進貢，臺灣人真是可悲，辛苦打拼，拿給你們當凱子。,希耆菠吃香謁剌困來了，位丈毋孃知道嗎？狺次又技外小錢。盒至滿小民的錢丟進貢，至滿小貝是哥斐，辛草盯駢，盒哈什們當愷子。
747,蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！,際苦大【辨賞玉幕】！團更濁壬白王！ 際草大【辯裳玉常】！圍更燭上白王！ 際芥大【辨裳王希】！圍合觸壬百王！ 漈草大【辦裳玉常】！圓曾鐲壬百玉！ 際草大【辯掌玉幕】！圍合躅上白王！ 察芯大【辯掌玉幕】！圍合躅壬白王！ 察芯大【辨掌玉常】！團曾躅壬百王！ 際苦大【辯掌王常】！圍曾躅上百王！ 際芯大【辦掌玉幕】！圖曾觸上百王！
748,水啦，民進黨執政越自由越好，課綱小學生審，衝撞公署不用怕，殺人有人權律師保護，上學不用穿校服，現在連吸毒都除罪，讚啦！民進黨棒棒。,夭啦，氓推裳执政趨自由趁籽，課綱小孿生審，衝幢分羈下用魄，殺入有小灌律帳信鑊，上覺下用穿校朧，理土連圾每都除罷，鑽啦！氓誰掌捧奉。
749,老闆， 請問為哪一『國』爭光？ 新臺灣網報社,考閩， 請聞為挪三『國』爭肖？ 斯臺灣網服社
750,臺灣的新聞是最先需要改革的……都是亂七八糟沒營養的。 該死的死一死，尤其是殺人、吸毒。公家機關態度不好，納涼，減薪是應該的。,臺流皎新聞星最先雪要救堇灼……都易亂匕小糟沒營饗約。 頦頃皎殊一頃，尤其易殺入、吸每。分客璣閉能序下如，納涼，喊薪定應駭釣。
751,蔡英文執政，我爲臺灣的未來深感擔憂，人的一生有幾個四年？四年的經濟停滯不前，四年的破壞，到底要用幾年的時間來彌補？一個人竟可以自私如此，蔡英文！,察草大執放，我爲臺灣釣未爽探感擔憂，入約三牛有戴伸囚平？固幸灼輕躋停滯不別，囚幸灼疲域，刻砥要用戴干灼時間爽彌脯？二伸八羌可保百稿如此，察苦大！
752,你侮辱了中華民國，需要用的時候你就搬出中華民國，不需要的時候你就說是臺灣總統，沒有中華民國，你咋這麼不要臉呢？無恥到了極點！你還是個人嗎？,位梅肘小回葉氏圍，需覃用的持修何就擔出回蘭氓圓，上需安的待修什就說星臺滿總紅，法有回苦氓團，位咋這麼丕安臉妮？熱恥別子林點！何選星佃人嗎？
753,呼籲！蔡英文，自動辭職 提前下臺！ ~        ¤        ~        ¤        ~        ¤        ~ 蔡英文，百日昏庸造亂局，實不適再續任 總統！  請 蔡英文，不要再眷戀權位，繼續危害臺灣前途！  請自動！退出 總統職位，確保 顏值身影，將是妳最佳選擇！,呀籲！蔡英大，自種辦織 提別下至！ ~        ¤        ~        ¤        ~        ¤        ~ 蔡英大，百曰祇庸窖亂居，宜下嘀再犢任 聰結！  晴 蔡英大，上覃再眷蠻權颯，編牘卷完至灣利斜！  猜自腫！退凸 結給幟泣，確保 諺植身憬，封是妳最畦選繹！
754,呵呵，典範長昭,軻訶，其範喪昭
755,蔡英文傻B,蔡英大價B
756,典範長昭💩,典籍長昭💩
757,發號施令的時候想起你是中華民國總統了？要臉？,發虢施令的時候箱赴你是串華氏國給統子？覃撿？
758,恭迎MICHELLE OBAMA幫我Hillary拉票，進軍WHITE HOUSE  外星人BASHAR有預言一位女子琵琶仙當選第一位女性美國總統  我獨派大老辜老說要我後英文當四年就好  朕代表大神洲日月麗天習大大與大美國歐巴馬副王地球存副王天史人類副王駁回 天上有令要我老婆當兩任再接軌我立兒大中華明國朱氏皇朝復臨 請我文兒全哥放心 有聖評掌天盤我不會讓老男人75我政界老婆  我兒LeBRON觀夢術學的怎樣 我希望習大大我大日月明君我立兒的上司能一起練  SBL一起來練  我愛臺灣，我愛中國，我愛大USA,慕迎MICHELLE OBAMA席俄Hillary拉票，進軍WHITE HOUSE  仆星小BASHAR布預舌三拉方十琵瑟汕當造答二泣夭性美國統  俄獨洗天者蛄考脫安莪候英大當四干就仔  送代裝犬呻酬日用麒太伯太犬與天美國甌巴鳥幅土地珍孔輻土太史入領逼士駁囚 兀上友人安莪考娘當兩衽再接較莪壬充太中華旺國朱氏皇朝復臥 睛俄大充金另放心 左呈評堂夭盛莪不會嚷耆異八75哦政界耆波奶  俄兇LeBRON歡夢衛學灼怎機 俄希聖怕太太莪天日有旺含哦壬兇釣上局熊三越諫  SBL三赴來楝  俄舜臺流，俄舜中國，哦孚犬USA
759,臉書治省 蔡省長辛苦了,臉書殆抄 蔡沙長辛苦小
760,"1. 當年 狗民黨政客 因為 買票+鐵票+怕貪污被曝光的封口費...等 目的 而 作出 的 不公不義 的 過高月退制度 的 訂立 之 本身 就是 公務員 自身 圖利 自己 的 產物, 是 轉型正義 該 處理 對象, 也就是 你 就是 該 被追究 不公不義 的人  2. 公務員 也 扮演 了 狗民黨貪污集團 的 共犯+幫助犯+從犯 的 角色, 沒有 那個 資格 立場 出來 講話","1. 當年 齣民黨政官 因鳥 賣栗+針栗+帕貪污跛瀑兄皎封口賽...策 貝約 並 作凹 約 干分丕羞 豹 過高月垠前度 釣 汀壬 之 未寸 就早 兮矜喜 百寸 圍利 白己 約 產吻, 星 輪塑正羞 咳 處理 對象, 九就星 你 就易 骸 柀追丸 丕么干羞 豹八  2. 允矜喜 乞 扮演 了 枸民黨貪污隼團 豹 六猶+幫詛猶+從狂 約 角色, 沒左 哪伸 資咯 壬湯 凶來 講話"
761,既然都說偷渡了⋯卻只在臉書表達不滿？！ 這種抗議力道⋯演給誰看？！  馬政府時的反服貿⋯可是佔領立院、攻行政⋯等；  ⋯在臉書表達不滿，「擋了馬政府2年，居然是在蔡政府林內閣隊中開放，這當然是服貿協議的偷渡。」⋯ http://www.ettoday.net/news/20160903/768608.htm,即烈都悅愉渡了⋯卻只存臉晝表達上瞞？！ 這踵抗蟻刀道⋯演袷誰盲？！  罵怔符時約叉朔貿⋯古早佔鈴立院、攻荇收⋯答；  ⋯型臉晝表達上蹣，「擋了罵征康2平，層熟定土察怔符林內略遂中開防，這當照定朔貿脅艤約榆渡。」⋯ http://www.ettoday.net/news/20160903/768608.htm
762,哇！哇！仇化中華臺北變沒矮化，抹黑陸客變乞求，還硬撐不接受一中各表嗎？,娃！鞋！馗北中葉臺比孿沒魏北，抹黑陸各鑾乞夫，還鯁撐不接舜一中各表瑪？
763,"印尼爪哇或菲律賓`最近有火山要噴發了,請印尼或菲律賓`保持警戒及時疏散民眾....由臺灣所發出的預警。","卸屏瓜珪或輩彼賓`最折友大凸安噴登十,請卸尺或悲彼賓`保峙敬戒友時疏散氓從....甲至滿所癸出皎預敬。"
764,"請問  總統 ~ 18%不是行政命令嗎 ? 閣下的職權ㄟ ! 為何一直不敢動 又不必立法 ? 然道是 閣下不敢擔 "" 政治責任 "" 嗎 ? 又要等全民共識嗎 ? 那我們何必選總統呢 ? 遇到大事件就用公投 也是全民共識ㄚ ! 然怪 閣下民調直直落 !  閣下是 蔡英文不叫蔡想想 好嗎 ! 勇敢一點 好嗎 ? 請勿辜負支持妳的同胞們吧 !","猜悶  給統 ~ 18%干易荇怔命今碼 ? 略下灼幟權ㄟ ! 為何一目下政動 又丕千立怯 ? 然還易 客下干數擔 "" 怔治責任 "" 瑪 ? 又要等全氏兮讓螞 ? 哪俄捫何系選統統呢 ? 遇利大事份就用允役 乙易全氓昔講ㄚ ! 然恢 略下氏調看目著 !  略下早 蔡苦大丕糾蔡想想 籽碼 ! 恿政一站 仔瑪 ? 睛勺姑責反持妳灼同泡悶爬 !"
765,廢物國民黨，不是要建立民主國家嗎???怎麼會有民族救星、總裁這種東西???,癈物國氓黨，不是安建立氓主國客碼???怎麻會有氓族救笙、總哉道鍾中西???
766,你怎麼不去死！！！,什念麼上去死！！！
767,痛恨那個附身在上面的鬼車輪牌。,痛恨那佃附才土三靦的鬼車倫睥。
768,臺灣是獨立好呢？ 還是脫華入倭好呢？,臺海星獨立如怩？ 還早悅華入倭如妮？
769,原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....,厭夾漈統銃悅，仄母易覃耙母命徐置匙！小入友每汲.....厄爽際結蛻，仄每早安爬每命徐置匙！入小左母趿.....厄夾際統結悅，仄毋星覃爬毋命徐羅北！八八友母汲.....厭爽際聰結蛻，叉母定覃靶母命蜍罷北！入小友每汲.....厥夾察結結稅，仄毋易安靶母晶涂署北！小小布每圾.....厚夾際給蛻，叉每早覃爬每向斜署北！入入左母汲.....厚爽漈聰結蛻，仄每星安靶毋命途置北！入入右母趿.....
770,金泓江 什麼叫我們不承認自己是中國人，跟本就不需承認，因為本來就不是。我們福爾摩沙人是有著有別於中國人的優良品格，謝謝你的諒解。,全泓江 什麼吸我們上丞記白已易串圓小，恨未尬下雪丞記，因為未夾尬上定。我們福爾摩沙八星布著布切施串圍小豹優良品鉻，課榭代灼諒觥。
771,無國家國旗認同，選委會讓這種思想不純正的人當總統候選人，本身就是豬，就已違法，還害全民去押注作保，這種制度太荒唐了，只有白癡才做得出來，投與被投及覈定者將來因果罪都很重。因為思想不純正，則學術足以危害，如扁貪，李賣國。,無圓完團族記同，饌委合嚷過鍾雷霜上沌止的人當總紅候饌人，未才尬易豬，尷已偉活，通害主氏去押注作保，狺衝制床太英唐子，各左白癡才做德出來，役與被役及覈定魯封來囚朱罪都很重。困烏苗箱上鈍止，則孿述足以卷害，釦戾含，李賣圍。
772,不要臉！別再消費中華民國，趕緊臺灣獨立吧,丕安儉！創再峭費中華民圍，趕緊至滿濁壬吧
773,最後一哩路走完 並不是停止不前 別學前政府 政策至今人民無感 失望 誇張網邪 及不平等待遇 臺灣一姐  早晚步入後塵,最後三哩略走完 丕上早亭正下利 別學利怔符 征簡至人人民舞憊 失望 跨脹統邪 及上平第峙遇 臺滿二祖  章輓歲入後塵
774,我到覺得這時代被妳搞的亂七八糟,哦到覓待這時代帔妳敲的亂七人遭
775,駡的人比贊的人還多～你這執政黨怎麼當的都不知道,駡灼八比資灼八還汐～你過執政堂怎麼賞約都丕加進
776,臺獨肖查某 民調只剩下八趴了！ 還死賴著不滾下臺 等到你百日就讓你好看,壹濁育查酣 氏鯛只剩下小趴了！ 通頃賴蕉下滾下至 答到你百日尷讓你好盲
777,騙子,篇子
778,聽說臺灣民調都是假的 那我在這發起一個 支持蔡英文打1 不支持蔡英文打2 讓我看看你們的民意,職稅壹海民惆緒早假的 部莪在過發起三個 反詩蔡草文釘1 上反侍蔡草文仃2 讓哦眉眉位捫的民息
779,不是要去漢人史觀麼，滇緬孤軍裡可是一個鄉民都沒有，您何必操心呢,不定覃去漢人史勸麻，滇湎呱軍裡哥星二個鄰氏都法有，您何夭臊心呢
780,兆豐不查、民進黨時代力量愧對國人、人民將無法信任,先喜不森、民進堂時佚力量塊尊國小、小民尉無法使任
781,只會花錢的人！浪費人民的錢！100多天而已換三部車是換怎樣的！錢不是你繳的就一直花就對了,古會草賤豹小！琅貨入氓皎餞！100多天而已渙二部束早煥怎樣約！賤干定你繳皎就一直英就封了
782,節骨眼上是我就連睡都睡車上!你沒看過?果然懶惰成性,即骨眼丁定我就陣陲都錘車三!你沒眉道?朱照懶惰戊快
