,context,transform context
783,別換了位置就換了腦袋啦 https://www.facebook.com/52news/videos/637569943075601/,別宦了謂置就喚了腦逮啦 https://www.facebook.com/52news/videos/637569943075601/
784,http://www.ettoday.net/news/20160906/769944.htm?from=fb_et_news 我想知道你們司法改革，只有到這樣地步嗎？,http://www.ettoday.net/news/20160906/769944.htm?from=fb_et_news 我餉知道擬們司法改蛤，只有到這樣地步嗎？
785,哈哈哈，臺灣人真的太好騙了。,哈哈哈，颱彎人真的太好騙了。
786,一個間諜相機也能充滿歷史感？才幾十年的老物件而已。,揖個間諜相几也能充滿立駛感？才幾十粘的老物件兒已。
787,賣國賊，接受後人的唾棄吧！你將被寫入歷史1,賣國賊，嗟受堠人的魄棄吧！你將焙血入癘史1
788,請管好你們黨的立委，從有投票權開始一路無腦的支持你們，那是因為相信你們堅持的價值一直是站在人民這邊，但自從你們獨大之後，不斷有立委脫序的發言，除了主權立場其他一概越來越國民黨化，還不到絕望但失望真的越來越多。,請管好你們當的栗委，從有頭驃詮開駛醫鷺無惱的支池你們，那是音為相信你們緘馳的價值揖直是佔在壬民鷓鞭，啖自從你們獨大之逅，不段有蠣委脫洫的發巖，除了主泉壢敞其他衣概說來樂國民擋化，還不悼覺望啖詩望針的閱來悅多。
789,"一個骯髒的國家 ,如果人人講規則而不是談道德 ,最終會變成—個有人味兒的正常國家 ;一個乾淨的國家 ,如果人人都不講規則卻大談道德 ,談高尚 ,最終這個國家會墮落成為一個偽君子遍佈的骯髒國家。——胡適 臺灣民主金光黨: 瘋談廢論口涏垂 亂語胡言齒沬飛 豈曉芸癡偏信鬼 焉知眾魅已相隨 喪心政客玩民粹 敗腦當權不覓規 百姓無辜遭受罪 國人有苦欲求誰","醫個骯贓的幗家 ,蠕粿任任講瑰則而不是譚倒得 ,蕞忠會遍埕—個有壬味兒的正徜幗家 ;衣個乾淨的摑家 ,濡粿任壬都不講圭則卻大譚悼得 ,壇羔上 ,罪鐘蔗個幗家會剁落澄為揖個偽鈞子辮佈的骯贓幗家。——糊適 跆豌民渚金光擋: 豐澹痱論口涏垂 亂語糊言恥沬菲 乞小云癡偏釁鬼 焉脂眾媚矣相隨 喪心鄭客烷民粹 敗瑙當權不謐鮭 百幸無箍遭受罪 幗仁有苦欲遒誰"
790,你最偉大的是：無怨無悔做臨國民怨出氣筒！😆讓一羣人隨便撒野，可是你沒有辦法讓半年多以前的那個晚上生病瘋狂的人痊癒回歸正常人！,擬醉葦大的士：無苑無會坐臨國民願初氣筒！😆讓一羣任隋便撒冶，可仕擬沒有絆法讓絆年哆乙前的那個婉上甥病瘋狂的仁全郁回歸正常壬！
791,國安基金加上四大基金超過５千億！蔡英文政府有錢炒股上９千點！沒錢處理年金問題！？太好笑啦！,幗安躋禁佳上嗣大其斤鈔過５遷役！蔡瑛文正府有錢吵股上９遷點！沒錢處理年巾紊題！？態好笑啦！
792,不明白爲什麼要臺獨，，，大陸哪對不起你們了,不明白爲什麼要臺讀，，，大陸哪兌不起你們了
793,過去，童軍團由「中國童子軍」改名為「中華民國童軍」，是否能再進一步改為「臺灣童子軍」能更符合實情，畢竟「中華民國大部分地區」的青年都無法參加中華民國童軍。,過闃，瞳囷團由「中幗瞳子鈞」改名為「中華民幗瞳君」，是否能再晉漪佈改為「抬灣洞子君」能更符合實擎，拂逕「中華民摑大部分地區」的青年都無法參加中華民幗銅君。
794,問一下你們臺灣騙子那麼多，是不是你訓練的啊？,問咿下你們抬灣片子那麼哆，是不是你蕈練的啊？
795,蔡老闆，你的詐騙同謀們都被大陸抓走了，你怎麼不抗議啊！,蔡潦闆，擬的詐騙同哞們都被大陸抓走了，擬怎麼不伉議啊！
796,蔡英文：我是你的什麼？奧巴馬：你是我的奶茶蔡：你是不是想把人家捧在手心裏？奧巴馬：搞笑！喝完就扔而已，你還想怎樣？！,菜纓文：我士擬的什麼？懊粑嗎：擬逝我的乃查菜：擬適不識響把人家捧載守心裏？傲扒嗎：稿酵！喝完疚扔兒已，擬還餉怎樣？！
797,http://bepo.ctitv.com.tw/2016/08/108026/  國恥丟到新加坡！江春男成「酒駕大使」 星國民眾反彈：不要來了 2016-08-05 必POTV  蔡政府沒人才了? 只能派酒駕的人當駐外代表?,http://bepo.ctitv.com.tw/2016/08/108026/  幗齒丟倒新笳坡！江椿南埕「灸嫁大使」 惺幗民眾反彈：不要徠了 2016-08-05 敝POTV  菜政府沒人材了? 祉能湃久嫁的人當註外代裱?
798,謙卑，謙卑。謙卑在謙卑,阡悲，籤背。簽埤在阡杯
799,"蔡總統 當初你決定 出來選 中華民國的總統時 你就應該已經知道 臺灣的處境 和 包袱 ，在你當選後 一些問題 請不要都丟給馬英九那是不公平的， 請你為了中華民國 人民 好好的去解決，而不是冷處理 或是逃避，希望你的歷史定位不是,,,,,,,,,,,,,,無能","菜總筒 當出擬嚼碇 初徠選 中華民幗的總筒時 擬就應該已精知道 苔豌的處境 和 包袱 ，在擬當選后 一些問醍 請不要都丟給馬嬰九那恃不功平的， 請擬為了中華民摑 壬民 好好的去解掘，而不式冷處俚 或適逃避，溪望擬的歷始釘渭不誓,,,,,,,,,,,,,,無能"
800,臺灣還存在很多共匪，放眼望清楚依家既中國吧，除左有個錢之外，還有什麼?貪婪腐敗，弄權謀利，為除異見人士，下三流手段也出齊，高調除貪，查實最貪者，便是官位最高者，民心早向外，只留殘軀在中國,颱灣還存再狠哆共匪，放衍望清杵依家覬中摑吧，儲佐有個鉗吱外，還有什麼?癱婪俯敗，弄痊謀粒，為雛異見人柿，夏參流手段野出齊，高調滁坍，查實罪坍褶，便侍矜位罪高赭，民新澡相外，咫流殘嶇載中幗
801,你頂多適合當個市長，當領導人還是不夠班。,擬頂多適合當個市長，當領禱人還是不夠搬。
802,總統，別再講這些美好的回憶了 目前還有很多事情要麻煩你苦惱呢  譬如。肥貓X育委員會,總統，別再講蔗些每好的回異了 目乾還有很哆事擎要麻煩你苦瑙呢  僻如。腓貓X育委員會
803,你可以在沒用一點…！！！,擬可以再沒用一典…！！！
804,加起來的友好國家夠身上的手指腳趾數目不，哈哈哈,傢起來的黝好國家購身上的手只姣趾數目不，哈哈哈
805,不能只搞政治，經濟擺爛  英國脫歐公投造成美國聯準會原定升息的期程延後，全球繼續浸潤在低利率、寬鬆信用的美夢中，如同吸食鴉片一般，不斷糟蹋身體，等待下一次崩盤的爆發。歐洲採行負利率，加深了這種依靠，全球進入不在乎風險，資本成本等於零或負數的時代，在各地瘋狂追逐賺錢機會。......,不能祉搞政遲，經濟擺瀾  鶯摑脫歐宮投噪丞鎂摑憐準會原碇升習的期橙趼後，痊遒鯽酗噤潤在低利率、寬鬆釁用的鎂孟中，儒同曦食鴉片揖般，不緞糟撻身體，等待下醫伺繃般的爆伐。歐洲採行咐利率，家紳了蔗種揖靠，卷仇進入不在乎風險，諮苯誠畚等於零惑婦數的石代，在各地瘋狂追逐賺錢肌會。......
806,啥?中華民國這四個字從妳嘴邊出來。。。說真的啦！非常諷剌呢～,啥?中華民摑這似個漬從妳嘴鞭初來。。。說珍的啦！非倘諷剌呢～
807,蔡總統的黃金時間是到【明年8月柱仔下臺前】。 世界經濟狀況不好，臺灣經濟也難做，沒有很多時間讓你來做實驗！ 要改革就【不要拖時間】。  現在正是民進黨人才立下豐功偉業的時候！經濟做好，自然評價好。經濟不好大家不怪你，怪前任，怪世界局勢。   民進黨人才一年後再上剛好所有責任都算民進黨的。保重！,蔡總筒的磺金十間是到【冥拈8悅粥仔下苔錢】。 筮誡涇濟撞曠不好，檯灣京濟冶難座，沒有很多蝕間讓擬徠怍時驗！ 要改膈救【不要脫拾間】。  現在正是民進擋任裁立下豐觥鮪業的十候！青濟作好，自然秤價好。兢濟不好大家不怪擬，怪鉗任，怪市解局勢。   民進擋仁材一粘后在上剛好所有責任都蒜民進檔的。葆重！
808,哦，搞笑嘞,哦，搞笑嘞
809,從火燒車事件 使得更多的大陸民眾覺醒 ，自從更多的內地人去關注臺灣社會 網絡  媒體   才恍然大悟   原來臺灣人是如此的仇恨  敵視我們，也發現臺灣人當面一套 背後一套 已是常態 ，在這呼籲內地朋友不要做一廂情願的人,從伙燒車事箭 史得更哆的大陸民重覺醒 ，自從更哆的內地任覷綸著抬蜿拾會 惘絡  眉體   才恍燃大悟   原來抬彎仁柿如此的仇恨  荻舐我們，野發現苔豌壬當面一套 背逅一套 乙軾償態 ，在這惚谷內地朋友不要做一鑲晴願的任
810,救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏 救救臺灣的運動員好嗎拜託你🙏,舅臼苔蜿的韻凍員好嗎敗拖擬🙏 究疚台豌的暈恫員好嗎敗脫擬🙏 舅廄苔蜿的暈恫員好嗎敗脫擬🙏 舊廄跆蜿的韻凍員好嗎敗拖擬🙏 鷲臼檯彎的孕凍員好嗎敗脫擬🙏 舊就颱蜿的韻凍員好嗎敗拖擬🙏 廄就颱豌的暈凍員好嗎敗托擬🙏 柩鷲颱豌的醞棟員好嗎敗脫擬🙏 就咎跆蜿的熨洞員好嗎敗脫擬🙏 舊臼苔彎的暈恫員好嗎敗脫擬🙏 舅就颱彎的醞恫員好嗎敗脫擬🙏 鷲廄跆蜿的暈恫員好嗎敗脫擬🙏 柩臼台豌的暈恫員好嗎敗脫擬🙏 臼咎抬蜿的孕洞員好嗎敗脫擬🙏 疚舅台彎的慍棟員好嗎敗托擬🙏 舅就檯彎的蘊凍員好嗎敗托擬🙏 柩究苔蜿的暈凍員好嗎敗托擬🙏 臼舊颱豌的孕恫員好嗎敗脫擬🙏 疚臼台豌的蘊恫員好嗎敗托擬🙏 鷲廄颱彎的暈恫員好嗎敗脫擬🙏 鷲鷲檯彎的慍凍員好嗎敗拖擬🙏 咎究抬彎的孕洞員好嗎敗脫擬🙏 鷲鷲跆彎的熨恫員好嗎敗脫擬🙏 舅舅苔彎的熨恫員好嗎敗拖擬🙏 疚柩苔豌的慍洞員好嗎敗脫擬🙏 舅咎檯彎的慍凍員好嗎敗脫擬🙏 舅咎台蜿的韻恫員好嗎敗托擬🙏 柩舅颱彎的慍凍員好嗎敗脫擬🙏 臼咎颱彎的慍恫員好嗎敗托擬🙏 舊舅颱蜿的醞洞員好嗎敗托擬🙏 舅咎跆彎的蘊棟員好嗎敗拖擬🙏 咎疚台彎的暈恫員好嗎敗脫擬🙏 舊柩颱豌的醞恫員好嗎敗托擬🙏 舊鷲台豌的慍洞員好嗎敗脫擬🙏 舅鷲苔彎的醞凍員好嗎敗拖擬🙏 咎廄台彎的暈棟員好嗎敗脫擬🙏 舊舅抬蜿的韻洞員好嗎敗脫擬🙏 究疚苔彎的蘊恫員好嗎敗脫擬🙏 臼舊颱彎的醞恫員好嗎敗托擬🙏 舊疚檯蜿的慍洞員好嗎敗托擬🙏 鷲鷲颱豌的慍恫員好嗎敗拖擬🙏 究鷲抬彎的暈洞員好嗎敗脫擬🙏 就臼檯彎的醞凍員好嗎敗脫擬🙏 鷲咎檯豌的韻洞員好嗎敗托擬🙏 究咎台彎的慍凍員好嗎敗脫擬🙏 就柩台蜿的醞恫員好嗎敗拖擬🙏 舅廄颱豌的慍恫員好嗎敗托擬🙏 柩舊苔彎的熨凍員好嗎敗托擬🙏
811,這是不是新行政院院長？,浙恃不室芯行證願願長？
812,"洪x柱反擊，以前本來就是黨國不分的時代,,,,網友酸 :憑什麼現在不能黨國不分,,以前就可以黨國不分,,,,,以前是黨國不分,,現在更不能黨國不分,,,而且要黎得更清楚,,,黃金與故宮國寶都是中華民國行憲後中華民國國民革命軍從中華民國大陸運來,,歸國家所有,,,是中華民國政權運來,,,,,並不能說是國民黨運來,,,,,如果不是中華民國政權運來,,,,今天根本沒有中華民國在臺灣,,,,應該只剩黨旗沒有國旗,,,應該只有臺灣沒有中華民國,,,,洪x柱根本狗屁不通,,,不當黨產包含臺灣人民日據時代的財產被國民黨搜刮,,,到現在還黎不清楚,,洪x柱只站在黨的角度,,,不尊重國家角度法律立場,,根本目中無法.","虹x粥返急，蟻錢苯徠疚釋檔幗不分的石殆,,,,罔蚴痠 :瓶什麼腺載不能檔摑不分,,已潛柩可乙當幗不分,,,,,已黔式檔摑不分,,限再更不能擋摑不分,,,兒且要黎得更輕礎,,,黃金與固龔幗寶都世中華民幗行憲後中華民幗幗民革命軍從中華民摑大陸暈萊,,鮭摑家所有,,,世中華民幗政全暈萊,,,,,病不能說筮摑民檔蘊徠,,,,,孺果不市中華民摑政蜷孕徠,,,,今添跟畚沒有中華民摑再苔彎,,,,應該止賸檔歧沒有幗耆,,,應該址有跆彎沒有中華民幗,,,,弘x住跟苯苟屁不恫,,,不當當產包韓抬彎人民日據食岱的才產背摑民擋搜刮,,,悼限再還黎不青礎,,紅x祝指湛載當的角度,,,不尊重幗家角度法濾慄廠,,跟畚目中無法."
